run_id,start_time,metrics.mean_prediction,metrics.median_prediction,metrics.std_prediction,metrics.min_prediction,metrics.max_prediction
5c5645a6c79f49ea8eb5768b6e5b16e7,2025-11-23 18:18:13.827000+00:00,174.039193710286,,2.842170943040401e-14,174.03919371028604,174.03919371028604
80e3e9fdbc5c4301b0a1acf708a8d5fd,2025-11-24 13:50:04.054000+00:00,,,,,
